# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.0920245398773	0	0	0	0	0	0.0
0.000742721240194	0.0920245398773	0	1	1	0	0	0.0
0.00148686096562	0.0920245398773	0	2	1	0	0	0.0
0.0020369513283	0.0920245398773	0	3	1	0	0	0.0
0.00210577097787	0.0920245398773	0	4	1	0	0	0.0
0.00321236114183	0.0920245398773	0	5	1	0	0	0.0
0.00662170644483	0.0920245398773	0	6	1	0	0	0.0
0.00789791038834	0.0899795501022	1	6	1	0	0	0.0
0.0102640445361	0.0920245398773	2	6	1	0	0	0.0
0.010330837496	0.0920245398773	2	7	1	0	0	0.0
0.0111543443651	0.0920245398773	3	7	1	0	0	0.0
0.011607716625	0.0920245398773	3	8	1	0	0	0.0
0.0118274994828	0.0940695296524	4	8	1	0	0	0.0
0.0149910102246	0.0940695296524	4	9	1	0	0	0.0
0.0170798312123	0.0961145194274	5	9	1	0	0	0.0
0.0176342348308	0.0981595092025	6	9	1	0	0	0.0
0.0183987149311	0.0981595092025	6	10	1	0	0	0.0
0.0217058787306	0.0981595092025	6	11	1	0	0	0.0
0.0228494044004	0.0981595092025	6	12	1	0	0	0.0
0.0249504263232	0.0981595092025	6	13	1	0	0	0.0
0.0270020967472	0.100204498978	7	13	1	0	0	0.0
0.0272284083005	0.100204498978	7	14	1	0	0	0.0
0.0303727945969	0.100204498978	7	15	1	0	0	0.0
0.0315883508436	0.102249488753	8	15	1	0	0	0.0
0.0316111150978	0.102249488753	9	15	1	0	0	0.0
0.0330291713696	0.102249488753	9	16	1	0	0	0.0
0.0335654029906	0.102249488753	9	17	1	0	0	0.0
0.0353639416253	0.102249488753	9	18	1	0	0	0.0
0.0363022877377	0.104294478528	10	18	1	0	0	0.0
0.0408600643048	0.106339468303	11	18	1	0	0	0.0
0.0413255489904	0.108384458078	12	18	1	0	0	0.0
0.0415415296048	0.108384458078	12	19	1	0	0	0.0
0.0417826275387	0.106339468303	12	20	1	0	1	0.0769230769231
0.0422813332075	0.106339468303	12	21	1	0	1	0.0769230769231
0.0444054357738	0.106339468303	12	22	1	0	1	0.0769230769231
0.0445066168123	0.106339468303	12	23	1	0	1	0.0769230769231
0.045020306069	0.108384458078	13	23	1	0	1	0.0714285714286
0.0453720829038	0.110429447853	14	23	1	0	1	0.0666666666667
0.0453776389964	0.110429447853	14	24	1	0	1	0.0666666666667
0.0457532485478	0.112474437628	15	24	1	0	1	0.0625
0.0478870543355	0.112474437628	15	25	1	0	1	0.0625
0.0480284152719	0.114519427403	16	25	1	0	1	0.0588235294118
0.0484270297949	0.114519427403	16	26	1	0	1	0.0588235294118
0.0502059276212	0.114519427403	16	27	1	0	1	0.0588235294118
0.0510481215349	0.116564417178	17	27	1	0	1	0.0555555555556
0.0547670048049	0.116564417178	17	28	1	0	1	0.0555555555556
0.057939830489	0.118609406953	18	28	1	0	1	0.0526315789474
0.058342768794	0.118609406953	18	29	1	0	1	0.0526315789474
0.0584051366516	0.120654396728	19	29	1	0	1	0.05
0.0616638370491	0.120654396728	19	30	1	0	1	0.05
0.0651540912746	0.120654396728	20	30	1	0	1	0.047619047619
0.0659247200184	0.120654396728	20	31	1	0	1	0.047619047619
0.0683625727958	0.122699386503	21	31	1	0	1	0.0454545454545
0.0707831951069	0.124744376278	22	31	1	0	1	0.0434782608696
0.0726473808784	0.126789366053	23	31	1	0	1	0.0416666666667
0.0733252992255	0.126789366053	23	32	1	0	1	0.0416666666667
0.0741099834965	0.128834355828	24	32	1	0	1	0.04
0.0743897655502	0.126789366053	24	33	1	0	2	0.0769230769231
0.0751343453498	0.128834355828	25	33	1	0	2	0.0740740740741
0.0764488811549	0.128834355828	25	34	1	0	2	0.0740740740741
0.0767676801831	0.130879345603	26	34	1	0	2	0.0714285714286
0.0769811642442	0.128834355828	26	35	1	0	3	0.103448275862
0.0826098859893	0.128834355828	26	36	1	0	3	0.103448275862
0.082932127227	0.128834355828	26	37	1	0	3	0.103448275862
