# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 %IGC 
0.0	0.0	0	0	0	0	0.0
0.000614570317673	0.00204498977505	1	0	0	0	0.0
0.00369388736674	0.0040899795501	2	0	0	0	0.0
0.00477212437464	0.00613496932515	3	0	0	0	0.0
0.00593976165548	0.0081799591002	4	0	0	0	0.0
0.0113295780375	0.0102249488753	5	0	0	0	0.0
0.011767251205	0.0122699386503	6	0	0	0	0.0
0.0176884400133	0.0143149284254	7	0	0	0	0.0
0.0188105446525	0.0163599182004	8	0	0	0	0.0
0.0189951137537	0.0184049079755	9	0	0	0	0.0
0.0226665063399	0.0204498977505	10	0	0	0	0.0
0.0248809443257	0.0224948875256	11	0	0	0	0.0
0.0268207243636	0.0204498977505	12	0	0	0	0.0
0.0299182611822	0.0224948875256	13	0	0	0	0.0
0.032881739475	0.0245398773006	14	0	0	0	0.0
0.0346122909662	0.0265848670757	15	0	0	0	0.0
0.0405738525661	0.0286298568507	16	0	0	0	0.0
0.0405968356898	0.0306748466258	17	0	0	0	0.0
0.0411794938931	0.0286298568507	18	0	0	0	0.0
0.0415048029758	0.0306748466258	19	0	0	0	0.0
0.0440477138427	0.0327198364008	20	0	0	0	0.0
0.0484172292984	0.0347648261759	21	0	0	0	0.0
0.0488834773256	0.0368098159509	22	0	0	0	0.0
0.0525462541565	0.038854805726	23	0	0	0	0.0
0.0535577928648	0.040899795501	24	0	0	0	0.0
0.05384801338	0.0429447852761	25	0	0	0	0.0
0.0539989837324	0.0449897750511	26	0	0	0	0.0
0.0548019984882	0.0470347648262	27	0	0	0	0.0
0.0602948064667	0.0490797546012	28	0	0	0	0.0
0.0629872419001	0.0511247443763	29	0	0	0	0.0
0.065483830861	0.0531697341513	30	0	0	0	0.0
0.0669664210407	0.0552147239264	31	0	0	0	0.0
0.0695569951791	0.0572597137014	32	0	0	0	0.0
0.0710169839057	0.0593047034765	33	0	0	0	0.0
0.0727516965613	0.0613496932515	34	0	0	0	0.0
0.0769683660406	0.0633946830266	35	0	0	0	0.0
0.0895276552805	0.0654396728016	36	0	0	0	0.0
0.0895331711511	0.0674846625767	37	0	0	0	0.0
0.0950333695492	0.0695296523517	38	0	0	0	0.0
0.099268386445	0.0695296523517	39	0	0	0	0.0
0.101496224174	0.0715746421268	40	0	0	0	0.0
0.101740898003	0.0695296523517	41	0	0	0	0.0
0.101746656531	0.0715746421268	42	0	0	0	0.0
0.10294771895	0.0736196319018	43	0	0	0	0.0
0.104107300607	0.0756646216769	44	0	0	0	0.0
0.106567567698	0.0777096114519	45	0	0	0	0.0
0.115178361557	0.079754601227	46	0	0	0	0.0
0.117203363966	0.081799591002	47	0	0	0	0.0
0.127859351483	0.0838445807771	48	0	0	0	0.0
0.128858171427	0.081799591002	49	0	0	0	0.0
0.130866980041	0.0838445807771	50	0	0	0	0.0
0.131937053684	0.0858895705521	51	0	0	0	0.0
0.133090608285	0.0879345603272	52	0	0	0	0.0
0.137745690678	0.0899795501022	53	0	0	0	0.0
0.148949171332	0.0920245398773	54	0	0	0	0.0
0.154951124288	0.0940695296524	55	0	0	0	0.0
0.155336410418	0.0961145194274	56	0	0	0	0.0
0.156517416761	0.0981595092025	57	0	0	0	0.0
0.159513215833	0.100204498978	58	0	0	0	0.0
0.161336728447	0.0981595092025	59	0	0	0	0.0
0.162223024341	0.100204498978	60	0	0	0	0.0
0.162850961812	0.102249488753	61	0	0	0	0.0
0.168474170798	0.104294478528	62	0	0	0	0.0
0.171219511661	0.106339468303	63	0	0	0	0.0
0.174023460577	0.104294478528	64	0	0	0	0.0
0.175344198339	0.106339468303	65	0	0	0	0.0
0.177340049769	0.108384458078	66	0	0	0	0.0
0.181331813736	0.106339468303	67	0	0	0	0.0
0.18430067065	0.108384458078	68	0	0	0	0.0
0.184832922626	0.110429447853	69	0	0	0	0.0
0.186988186852	0.112474437628	70	0	0	0	0.0
0.188079553295	0.114519427403	71	0	0	0	0.0
0.191428919218	0.116564417178	72	0	0	0	0.0
0.198443210657	0.114519427403	73	0	0	0	0.0
0.201823603925	0.114519427403	74	0	0	0	0.0
0.205762523895	0.116564417178	75	0	0	0	0.0
0.20905890606	0.114519427403	76	0	0	0	0.0
0.210895713935	0.116564417178	77	0	0	0	0.0
0.211285371672	0.118609406953	78	0	0	0	0.0
