# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 %IGC 
0.0	0.137014314928	0	0	0	0	0.0
0.00402555679891	0.139059304703	1	0	0	0	0.0
0.00441683791048	0.137014314928	2	0	0	0	0.0
0.00697123514799	0.134969325153	2	1	1	0	0.5
0.00860619657665	0.132924335378	3	1	1	0	0.4
0.0106672834235	0.134969325153	4	1	1	0	0.333333333333
0.0107368263016	0.134969325153	4	2	1	0	0.5
0.0132154213559	0.134969325153	4	3	1	0	0.6
0.0164415586368	0.134969325153	4	4	1	0	0.666666666667
0.0180757052736	0.137014314928	5	4	1	0	0.615384615385
0.0190462577476	0.137014314928	5	5	1	0	0.666666666667
0.0198186525157	0.134969325153	5	6	1	0	0.705882352941
0.0199267822155	0.132924335378	6	6	1	0	0.666666666667
0.0204367631066	0.130879345603	7	6	1	0	0.631578947368
0.0228424745894	0.132924335378	8	6	1	0	0.6
0.0256503833268	0.132924335378	8	7	1	0	0.636363636364
0.0256513040373	0.134969325153	9	7	1	0	0.608695652174
0.0283494358172	0.134969325153	9	8	1	0	0.64
0.0314264415024	0.132924335378	9	9	1	0	0.666666666667
0.0315655207677	0.134969325153	10	9	1	0	0.642857142857
0.0316976775737	0.132924335378	11	9	1	0	0.620689655172
0.0318953930201	0.134969325153	12	9	1	0	0.6
0.0356546027124	0.134969325153	12	10	1	0	0.625
0.0366570526868	0.134969325153	12	11	1	0	0.647058823529
0.0401183530081	0.134969325153	12	12	1	0	0.666666666667
0.0407419676884	0.132924335378	13	12	1	0	0.648648648649
0.0414479895335	0.130879345603	14	12	1	0	0.631578947368
0.0453947572193	0.130879345603	14	13	1	0	0.65
0.0483631795057	0.130879345603	14	14	1	0	0.666666666667
0.0486639991387	0.130879345603	14	15	1	0	0.681818181818
0.0491105036116	0.132924335378	15	15	1	0	0.666666666667
0.0495250019821	0.132924335378	15	16	1	0	0.68085106383
0.0524400803801	0.130879345603	16	16	1	0	0.666666666667
0.0530842326376	0.128834355828	17	16	1	0	0.65306122449
