# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.0	0	0	0	0	0	0.0
0.00204706320832	0.00204498977505	1	0	0	0	0	0.0
0.00610724156851	0.0040899795501	2	0	0	0	0	0.0
0.00888271797931	0.00613496932515	3	0	0	0	0	0.0
0.0128719151152	0.0081799591002	4	0	0	0	0	0.0
0.0129131998707	0.0102249488753	5	0	0	0	0	0.0
0.0134608998568	0.0122699386503	6	0	0	0	0	0.0
0.0206158315181	0.0143149284254	7	0	0	0	0	0.0
0.0207738647953	0.0163599182004	8	0	0	0	0	0.0
0.0280237243221	0.0184049079755	9	0	0	0	0	0.0
0.0285269398301	0.0204498977505	10	0	0	0	0	0.0
0.0290695169728	0.0224948875256	11	0	0	0	0	0.0
0.029417160741	0.0245398773006	12	0	0	0	0	0.0
0.0310496684398	0.0265848670757	13	0	0	0	0	0.0
0.0440387956803	0.0286298568507	14	0	0	0	0	0.0
0.0487909295873	0.0306748466258	15	0	0	0	0	0.0
0.061648063302	0.0327198364008	16	0	0	0	0	0.0
0.0637904751782	0.0347648261759	17	0	0	0	0	0.0
0.0704293646752	0.0368098159509	18	0	0	0	0	0.0
0.0832576773	0.038854805726	19	0	0	0	0	0.0
0.0845718066169	0.040899795501	20	0	0	0	0	0.0
0.0857884936374	0.0429447852761	21	0	0	0	0	0.0
0.0925948085475	0.0449897750511	22	0	0	0	0	0.0
0.0956227848531	0.0470347648262	23	0	0	0	0	0.0
0.0968648295544	0.0490797546012	24	0	0	0	0	0.0
0.0971108669073	0.0511247443763	25	0	0	0	0	0.0
0.0979092661965	0.0531697341513	26	0	0	0	0	0.0
0.100999767314	0.0552147239264	27	0	0	0	0	0.0
0.105243511359	0.0572597137014	28	0	0	0	0	0.0
0.106142057405	0.0593047034765	29	0	0	0	0	0.0
0.112531288189	0.0613496932515	30	0	0	0	0	0.0
0.113724904023	0.0633946830266	31	0	0	0	0	0.0
0.11426491813	0.0654396728016	32	0	0	0	0	0.0
0.116573976764	0.0633946830266	33	0	0	0	0	0.0
0.122387831191	0.0633946830266	34	0	0	0	0	0.0
0.128314226933	0.0654396728016	35	0	0	0	0	0.0
0.133402537504	0.0633946830266	36	0	0	0	0	0.0
0.133437831686	0.0654396728016	37	0	0	0	0	0.0
0.1344910776	0.0674846625767	38	0	0	0	0	0.0
0.137907379825	0.0695296523517	39	0	0	0	0	0.0
0.138965155166	0.0715746421268	40	0	0	0	0	0.0
0.140274270767	0.0736196319018	41	0	0	0	0	0.0
0.143895044347	0.0756646216769	42	0	0	0	0	0.0
0.145380360034	0.0777096114519	43	0	0	0	0	0.0
0.15010153809	0.079754601227	44	0	0	0	0	0.0
0.152115768606	0.081799591002	45	0	0	0	0	0.0
0.152786977104	0.079754601227	46	0	0	0	0	0.0
0.152812904271	0.081799591002	47	0	0	0	0	0.0
0.156275266056	0.0838445807771	48	0	0	0	0	0.0
0.158318232284	0.0858895705521	49	0	0	0	0	0.0
0.161701323507	0.0879345603272	50	0	0	0	0	0.0
0.163511314642	0.0899795501022	51	0	0	0	0	0.0
0.16658489734	0.0920245398773	52	0	0	0	0	0.0
0.170772286489	0.0940695296524	53	0	0	0	0	0.0
0.175689484296	0.0961145194274	54	0	0	0	0	0.0
0.177076937461	0.0981595092025	55	0	0	0	0	0.0
0.178131185337	0.100204498978	56	0	0	0	0	0.0
0.180119929106	0.102249488753	57	0	0	0	0	0.0
0.185014762665	0.104294478528	58	0	0	0	0	0.0
0.186305269977	0.104294478528	59	0	0	0	0	0.0
0.195476858809	0.106339468303	60	0	0	0	0	0.0
0.195882217715	0.108384458078	61	0	0	0	0	0.0
0.204023105975	0.110429447853	62	0	0	0	0	0.0
0.204850466485	0.110429447853	63	0	0	0	0	0.0
0.206696170183	0.112474437628	64	0	0	0	0	0.0
