# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.0040899795501	0	0	0	0	0	0.0
0.00272161725763	0.00613496932515	1	0	0	0	0	0.0
0.00389015932424	0.0081799591002	2	0	0	0	0	0.0
0.00435513157299	0.0102249488753	3	0	0	0	0	0.0
0.00732219346241	0.0102249488753	3	1	16	0	0	0.0
0.00906283566848	0.0122699386503	4	1	16	0	0	0.0
0.0130691068416	0.0122699386503	4	2	6	0	0	0.0
0.0144699769922	0.0122699386503	4	3	2	0	0	0.0
0.0154782700424	0.0143149284254	5	3	2	0	0	0.0
0.017467839308	0.0163599182004	6	3	2	0	0	0.0
0.0187607061656	0.0184049079755	7	3	2	0	0	0.0
0.0228950978973	0.0204498977505	8	3	2	0	0	0.0
0.0239883239178	0.0224948875256	9	3	2	0	0	0.0
0.0249742086301	0.0245398773006	10	3	2	0	0	0.0
0.0290102947945	0.0265848670757	11	3	2	0	0	0.0
0.0355531496099	0.0265848670757	11	4	4	0	0	0.0
0.036409784669	0.0286298568507	12	4	4	0	0	0.0
0.0393629984935	0.0306748466258	13	4	4	0	0	0.0
0.0457785241083	0.0327198364008	14	4	4	0	0	0.0
0.0459978318056	0.0347648261759	15	4	4	0	0	0.0
0.0460152717441	0.0368098159509	16	4	4	0	0	0.0
0.0496664424513	0.038854805726	17	4	4	0	0	0.0
0.0504413934052	0.0368098159509	17	5	8	0	1	0.0555555555556
0.0507024107194	0.0368098159509	17	6	5	0	1	0.0555555555556
0.0527229888882	0.038854805726	18	6	5	0	1	0.0526315789474
0.0611778726426	0.038854805726	18	7	2	0	1	0.0526315789474
0.0623710830856	0.038854805726	18	8	5	0	1	0.0526315789474
0.0624189159093	0.040899795501	19	8	5	0	1	0.05
0.063050873618	0.0429447852761	20	8	5	0	1	0.047619047619
0.064604062247	0.0429447852761	20	9	5	0	1	0.047619047619
0.0709858872867	0.0449897750511	21	9	5	0	1	0.0454545454545
0.073213475639	0.0470347648262	22	9	5	0	1	0.0434782608696
0.0769525550844	0.0490797546012	23	9	5	0	1	0.0416666666667
0.0782235420188	0.0490797546012	23	10	3	0	1	0.0416666666667
0.0796240783867	0.0511247443763	24	10	3	0	1	0.04
0.0818267611941	0.0470347648262	24	11	35	0	3	0.111111111111
0.0903965332444	0.0490797546012	25	11	35	0	3	0.107142857143
0.0906850094233	0.0470347648262	26	11	35	0	3	0.103448275862
0.0919921069354	0.0490797546012	27	11	35	0	3	0.1
0.0952236785179	0.0511247443763	28	11	35	0	3	0.0967741935484
0.0957602982854	0.0531697341513	29	11	35	0	3	0.09375
0.103485916207	0.0531697341513	30	11	35	0	3	0.0909090909091
0.104245567504	0.0490797546012	30	12	33	0	5	0.142857142857
0.105852052232	0.0470347648262	30	13	14	0	6	0.166666666667
0.106620527322	0.0490797546012	31	13	14	0	6	0.162162162162
0.109589835974	0.0511247443763	32	13	14	0	6	0.157894736842
0.109800638246	0.0531697341513	33	13	14	0	6	0.153846153846
0.111179671773	0.0531697341513	34	13	14	0	6	0.15
0.114551190297	0.0552147239264	35	13	14	0	6	0.146341463415
0.119637145009	0.0572597137014	36	13	14	0	6	0.142857142857
0.121366256032	0.0552147239264	37	13	14	0	6	0.139534883721
0.122301593518	0.0572597137014	38	13	14	0	6	0.136363636364
0.123576285885	0.0552147239264	39	13	14	0	6	0.133333333333
0.126076696513	0.0572597137014	40	13	14	0	6	0.130434782609
0.134393929674	0.0490797546012	40	14	19	0	10	0.2
0.136517312538	0.0511247443763	41	14	19	0	10	0.196078431373
0.13797299614	0.0531697341513	42	14	19	0	10	0.192307692308
0.138164633086	0.0531697341513	42	15	2	0	10	0.192307692308
0.140684410652	0.0531697341513	42	16	13	0	10	0.192307692308
0.147728439776	0.0552147239264	43	16	13	0	10	0.188679245283
0.149713268552	0.0572597137014	44	16	13	0	10	0.185185185185
0.15606600471	0.0593047034765	45	16	13	0	10	0.181818181818
0.157237302406	0.0593047034765	45	17	8	0	10	0.181818181818
0.161750832995	0.0613496932515	46	17	8	0	10	0.178571428571
0.163539121063	0.0633946830266	47	17	8	0	10	0.175438596491
0.164554507455	0.0654396728016	48	17	8	0	10	0.172413793103
0.164919401073	0.0674846625767	49	17	8	0	10	0.169491525424
0.166013015375	0.0695296523517	50	17	8	0	10	0.166666666667
0.16793503002	0.0674846625767	50	18	27	0	11	0.180327868852
0.169732404767	0.0674846625767	50	19	3	0	11	0.180327868852
